gene,miRNA,interaction
RNF212,hsa-miR-3974,0
CEBPE,hsa-miR-3974,0
FMO3,hsa-miR-3974,0
MAPK8IP1,hsa-miR-3974,0
CLCNKB,hsa-miR-3974,0
OTOF,hsa-miR-3974,0
RGS7,hsa-miR-3974,0
ZC3H12C,hsa-miR-3974,0
KIF22,hsa-miR-548au-5p,0
AKD2,hsa-miR-548au-5p,0
TNFRSF11A,hsa-miR-548au-5p,0
ZIC5,hsa-miR-548au-5p,0
TTLL11,hsa-miR-548au-5p,1
KIF22,hsa-miR-761,0
SELE,hsa-miR-761,0
RSPO4,hsa-miR-761,0
APOM,hsa-miR-761,1
FAM178B,hsa-miR-761,1
KIF22,hsa-miR-6783-3p,0
UCHL5,hsa-miR-6783-3p,0
CHST6,hsa-miR-6783-3p,1
DNMBP,hsa-miR-6783-3p,1
NDUFS3,hsa-miR-6783-3p,1
MAPRE1,hsa-miR-6783-3p,1
KLF13,hsa-miR-6811-3p,0
MFI2,hsa-miR-6811-3p,1
RARRES3,hsa-miR-6811-3p,1
PLA2G4C,hsa-miR-6811-3p,1
KLF13,hsa-miR-3692-3p,0
MAPK9,hsa-miR-3692-3p,0
TOM1,hsa-miR-3692-3p,0
UQCRC2,hsa-miR-3692-3p,1
OPA3,hsa-miR-3692-3p,1
KCTD14,hsa-miR-3692-3p,1
KLF13,hsa-miR-4704-5p,0
APAF1,hsa-miR-4704-5p,0
RAG2,hsa-miR-4704-5p,0
KLF13,hsa-miR-6088,0
MTERF,hsa-miR-6088,1
KLF13,hsa-miR-6774-5p,0
PARP6,hsa-miR-6774-5p,1
KLF13,hsa-miR-6510-3p,0
KLHL10,hsa-miR-6510-3p,0
ZNF80,hsa-miR-6510-3p,1
KLF13,hsa-miR-4536-5p,0
ZNF160,hsa-miR-4536-5p,0
ZNF286A,hsa-miR-4536-5p,0
ZNF426,hsa-miR-4536-5p,0
WHSC1L1,hsa-miR-4536-5p,0
FGF11,hsa-miR-4536-5p,0
SLC7A8,hsa-miR-4536-5p,0
ANKRD46,hsa-miR-4536-5p,0
SMC2,hsa-miR-4536-5p,1
KLF13,hsa-miR-3189-3p,0
KIAA1881,hsa-miR-3189-3p,0
CDH9,hsa-miR-3189-3p,0
KLF13,hsa-miR-10393-3p,0
RNF20,hsa-miR-10393-3p,0
ILF2,hsa-miR-10393-3p,1
ZNF644,hsa-miR-10393-3p,1
KLF13,hsa-miR-6742-3p,0
PEA15,hsa-miR-6742-3p,0
FASTK,hsa-miR-6742-3p,0
NRG3,hsa-miR-6742-3p,0
SDAD1,hsa-miR-6742-3p,0
STIP1,hsa-miR-6742-3p,0
ZNF497,hsa-miR-6742-3p,0
XPNPEP1,hsa-miR-6742-3p,0
TMX2,hsa-miR-6742-3p,0
KLF13,hsa-miR-7113-5p,0
MAP3K9,hsa-miR-7113-5p,0
MYOCD,hsa-miR-7113-5p,0
ZNF845,hsa-miR-7113-5p,1
TINAG,hsa-miR-7113-5p,1
KLF13,hsa-miR-6744-3p,0
JUN,hsa-miR-6744-3p,1
ID1,hsa-miR-6744-3p,0
LYSMD1,hsa-miR-6744-3p,1
RTN3,hsa-miR-6744-3p,1
KLF5,hsa-miR-141-3p,0
STK3,hsa-miR-141-3p,0
ZEB1,hsa-miR-141-3p,0
ACVR2B,hsa-miR-141-3p,1
KLHL20,hsa-miR-141-3p,1
RIN2,hsa-miR-141-3p,1
TGFB2,hsa-miR-141-3p,1
TM4SF1,hsa-miR-141-3p,1
NR0B2,hsa-miR-141-3p,1
BRD3,hsa-miR-141-3p,1
HDGF,hsa-miR-141-3p,1
KLF5,hsa-miR-153-3p,1
MCL1,hsa-miR-153-3p,1
HMGB1,hsa-miR-153-3p,1
RFX2,hsa-miR-153-3p,0
NFE2L2,hsa-miR-153-3p,1
KLF5,hsa-miR-1226-3p,0
RASA1,hsa-miR-1226-3p,0
ZBTB8A,hsa-miR-1226-3p,1
KLF5,hsa-miR-548as-5p,0
HIVEP1,hsa-miR-548as-5p,0
RPL36,hsa-miR-548as-5p,0
SLC25A37,hsa-miR-548as-5p,0
HLA-F,hsa-miR-548as-5p,0
SRRP35,hsa-miR-548as-5p,0
ELFN2,hsa-miR-548as-5p,1
RIMBP2,hsa-miR-548as-5p,1
LRRC66,hsa-miR-548as-5p,1
KLF5,hsa-miR-4632-3p,0
PARL,hsa-miR-4632-3p,1
ACAA2,hsa-miR-4632-3p,1
LRP11,hsa-miR-4632-3p,1
EAF1,hsa-miR-4632-3p,1
KLF5,hsa-miR-4769-5p,0
NPNT,hsa-miR-4769-5p,1
ZNF711,hsa-miR-4769-5p,1
PSMD3,hsa-miR-4769-5p,1
KLF5,hsa-miR-4280,0
COQ10A,hsa-miR-4280,1
KLF5,hsa-miR-195-3p,0
PEA15,hsa-miR-195-3p,0
NUP93,hsa-miR-195-3p,0
ARHGEF2,hsa-miR-195-3p,1
MGAT4A,hsa-miR-195-3p,1
SSX4,hsa-miR-195-3p,1
KLF5,hsa-miR-30c-1-3p,0
RINL,hsa-miR-30c-1-3p,0
SLC35A3,hsa-miR-30c-1-3p,0
SLC22A13,hsa-miR-30c-1-3p,0
SC4MOL,hsa-miR-30c-1-3p,1
ARHGAP25,hsa-miR-30c-1-3p,1
KLF5,hsa-miR-3922-3p,0
NIT1,hsa-miR-3922-3p,0
KLF5,hsa-miR-4684-3p,1
MAPK14,hsa-miR-4684-3p,0
RGS4,hsa-miR-4684-3p,1
FBXL22,hsa-miR-4684-3p,1
KRCC1,hsa-miR-1252-3p,0
EVC,hsa-miR-1252-3p,0
LIMK1,hsa-miR-302a-5p,0
MMP2,hsa-miR-302a-5p,1
TRPM7,hsa-miR-302a-5p,0
ARHGAP12,hsa-miR-302a-5p,0
ZNF207,hsa-miR-302a-5p,0
PSMD7,hsa-miR-302a-5p,1
GYPC,hsa-miR-302a-5p,1
LIMK1,hsa-miR-6767-3p,0
HAMP,hsa-miR-6767-3p,1
PWWP2A,hsa-miR-6767-3p,1
LIMK1,hsa-miR-3907,0
KIF15,hsa-miR-3907,0
PNRC2,hsa-miR-3907,0
GPX8,hsa-miR-3907,1
TM9SF4,hsa-miR-3907,1
TRAM1,hsa-miR-3907,1
LIMK1,hsa-miR-192-3p,0
PSTK,hsa-miR-192-3p,0
SLC10A7,hsa-miR-192-3p,1
ATAD4,hsa-miR-192-3p,1
GGCX,hsa-miR-192-3p,1
EARS2,hsa-miR-192-3p,1
LIMK1,hsa-miR-6866-5p,0
ZNF569,hsa-miR-6866-5p,0
CCR10,hsa-miR-6866-5p,1
AICDA,hsa-miR-6866-5p,0
ZBTB7A,hsa-miR-6866-5p,0
LIMK1,hsa-miR-106b-3p,0
EWSR1,hsa-miR-106b-3p,0
RPL39L,hsa-miR-106b-3p,1
SHFM1,hsa-miR-106b-3p,1
LIMK1,hsa-miR-518f-5p,0
MAPK9,hsa-miR-518f-5p,0
SNX19,hsa-miR-518f-5p,0
CGB7,hsa-miR-518f-5p,0
FAM124A,hsa-miR-518f-5p,1
TMED4,hsa-miR-518f-5p,1
LIMK1,hsa-miR-4520-3p,0
C7ORF26,hsa-miR-4520-3p,1
ITIH2,hsa-miR-4520-3p,1
LIMK1,hsa-miR-6506-3p,0
C4ORF30,hsa-miR-6506-3p,1
ADAMTSL4,hsa-miR-6506-3p,1
LIMK1,hsa-miR-6848-3p,0
PERLD1,hsa-miR-6848-3p,0
CD34,hsa-miR-6848-3p,0
STK32C,hsa-miR-6848-3p,1
TCEA3,hsa-miR-6848-3p,1
MTO1,hsa-miR-6848-3p,1
LRIG1,hsa-miR-4723-3p,0
SIX3,hsa-miR-4723-3p,1
AVPR1B,hsa-miR-4723-3p,0
DNMBP,hsa-miR-4723-3p,1
FAAH,hsa-miR-4723-3p,1
STOM,hsa-miR-4723-3p,1
LRIG1,hsa-miR-3170,0
LRP1,hsa-miR-545-3p,0
UNC5A,hsa-miR-545-3p,0
LRP1,hsa-miR-338-5p,0
ZNF280B,hsa-miR-338-5p,0
LRP1,hsa-miR-4264,0
CYP8B1,hsa-miR-4264,0
C1ORF63,hsa-miR-4264,0
LRP1,hsa-miR-585-5p,0
ELN,hsa-miR-585-5p,1
PNPLA7,hsa-miR-585-5p,0
ZNF502,hsa-miR-585-5p,0
TCEA2,hsa-miR-585-5p,1
ACMSD,hsa-miR-585-5p,1
LRP1,hsa-miR-7702,0
TACR1,hsa-miR-7702,1
LRP1,hsa-miR-4255,0
HYPK,hsa-miR-4255,1
PTPRG,hsa-miR-4255,1
ARNTL2,hsa-miR-4255,1
NIP7,hsa-miR-4255,1
LRP1,hsa-miR-4673,0
CDK5RAP3,hsa-miR-4673,0
LRP1,hsa-miR-5581-3p,0
CDH19,hsa-miR-5581-3p,1
METTL1,hsa-miR-5581-3p,1
LRP1,hsa-miR-4757-5p,0
TAC1,hsa-miR-4757-5p,0
BIRC6,hsa-miR-4757-5p,0
SS18,hsa-miR-4757-5p,1
LRP1,hsa-miR-6748-5p,0
OS9,hsa-miR-6748-5p,0
ASH2L,hsa-miR-6748-5p,1
CYP11B2,hsa-miR-6748-5p,1
LRP1,hsa-miR-651-5p,0
NCOA6,hsa-miR-651-5p,0
CAPN5,hsa-miR-651-5p,0
PSMB7,hsa-miR-651-5p,0
ADAMTSL1,hsa-miR-651-5p,0
PNRC2,hsa-miR-651-5p,0
BIN2,hsa-miR-651-5p,1
FAM53A,hsa-miR-651-5p,0
SLC35E4,hsa-miR-651-5p,0
NF2,hsa-miR-651-5p,1
LRP1,hsa-miR-6754-5p,0
KPNA4,hsa-miR-6754-5p,0
C13ORF16,hsa-miR-6754-5p,1
TMEM52,hsa-miR-6754-5p,1
LRP1,hsa-miR-4257,0
TMX1,hsa-miR-4257,1
PTPN6,hsa-miR-4257,1
LRP1,hsa-miR-874-3p,0
PTX3,hsa-miR-874-3p,0
PIN1,hsa-miR-874-3p,1
GPR124,hsa-miR-874-3p,0
TRIM29,hsa-miR-874-3p,0
MAPK1,hsa-miR-874-3p,1
CES8,hsa-miR-874-3p,1
MAP3K9,hsa-miR-520a-3p,0
HOXD8,hsa-miR-520a-3p,1
PFKP,hsa-miR-520a-3p,1
REXO1,hsa-miR-520a-3p,0
MAP3K9,hsa-miR-4330,0
SELE,hsa-miR-4330,0
CHID1,hsa-miR-4330,0
MAP3K9,hsa-miR-103a-2-5p,0
DLL1,hsa-miR-103a-2-5p,0
TRIM49,hsa-miR-103a-2-5p,1
PDCD10,hsa-miR-103a-2-5p,1
RNF187,hsa-miR-103a-2-5p,1
MAP3K9,hsa-miR-1238-3p,0
FLJ35220,hsa-miR-1238-3p,0
NEO1,hsa-miR-1238-3p,0
SDAD1,hsa-miR-1238-3p,0
PIGX,hsa-miR-1238-3p,0
C17ORF74,hsa-miR-1238-3p,0
CYP2C8,hsa-miR-1238-3p,0
UNC84A,hsa-miR-1238-3p,0
FAM3D,hsa-miR-1238-3p,1
RRH,hsa-miR-1238-3p,1
GP6,hsa-miR-1238-3p,1
MAP3K9,hsa-miR-762,0
IRF7,hsa-miR-762,1
ZNF382,hsa-miR-762,0
CBLN4,hsa-miR-762,0
MAP3K9,hsa-miR-8057,0
ACSL3,hsa-miR-8057,0
FAM86C,hsa-miR-8057,0
MAP3K9,hsa-miR-148b-3p,1
ITGA5,hsa-miR-148b-3p,1
PIK3R3,hsa-miR-148b-3p,1
PRKAB1,hsa-miR-148b-3p,1
SLC2A1,hsa-miR-148b-3p,1
WNT1,hsa-miR-148b-3p,1
KIAA0892,hsa-miR-148b-3p,1
MAPK14,hsa-miR-548i,0
NR3C2,hsa-miR-548i,0
NRAS,hsa-miR-548i,0
TTC13,hsa-miR-548i,0
PDCD4,hsa-miR-548i,1
TMEM214,hsa-miR-548i,0
EGLN3,hsa-miR-548i,0
ZNF826,hsa-miR-548i,0
PIN4,hsa-miR-548i,0
MAGED2,hsa-miR-548i,1
MIIP,hsa-miR-548i,1
CA1,hsa-miR-548i,1
MAPK14,hsa-miR-1182,0
ANGEL1,hsa-miR-1182,0
TRIM63,hsa-miR-1182,1
KCNK12,hsa-miR-1182,1
MAPK14,hsa-miR-6090,0
MOBKL2A,hsa-miR-6090,0
KRT40,hsa-miR-6090,1
MAPK14,hsa-miR-6720-3p,0
MIER2,hsa-miR-6720-3p,0
TRIAP1,hsa-miR-6720-3p,1
VWC2,hsa-miR-6720-3p,1
MAPK14,hsa-miR-515-5p,0
C15ORF56,hsa-miR-515-5p,0
DEFB107B,hsa-miR-515-5p,0
TH,hsa-miR-515-5p,1
MAPK14,hsa-miR-8077,0
RGS3,hsa-miR-8077,0
CCDC123,hsa-miR-8077,0
CCDC109A,hsa-miR-8077,0
DPF2,hsa-miR-8077,0
TDRD3,hsa-miR-8077,0
UNQ9391,hsa-miR-8077,0
RPS19BP1,hsa-miR-8077,1
MAPK14,hsa-miR-324-3p,0
ITGB8,hsa-miR-324-3p,0
WNT2B,hsa-miR-324-3p,1
MAN2C1,hsa-miR-324-3p,1
WNT9B,hsa-miR-324-3p,1
MAPK14,hsa-miR-4720-3p,0
LILRB2,hsa-miR-4720-3p,0
DHX35,hsa-miR-4720-3p,1
PMVK,hsa-miR-4720-3p,1
MAPK14,hsa-miR-708-3p,0
METTL9,hsa-miR-708-3p,1
RARRES2,hsa-miR-708-3p,1
MAPK14,hsa-miR-6077,0
APC2,hsa-miR-6077,0
ZBTB8OS,hsa-miR-6077,1
SCFD2,hsa-miR-6077,1
MYLK3,hsa-miR-6077,1
MAPK14,hsa-miR-216a-3p,0
SNX19,hsa-miR-216a-3p,0
MAPK14,hsa-miR-12129,0
RP1L1,hsa-miR-12129,1
RRP9,hsa-miR-12129,1
MTPAP,hsa-miR-12129,1
MAPK1IP1L,hsa-miR-12129,1
MAPK14,hsa-miR-125a-5p,1
EIF3J,hsa-miR-125a-5p,0
TRAF6,hsa-miR-125a-5p,1
BAK1,hsa-miR-125a-5p,1
HDAC5,hsa-miR-125a-5p,1
KAT2A,hsa-miR-125a-5p,1
MAPK8,hsa-miR-539-3p,0
ALG10B,hsa-miR-539-3p,0
CD164,hsa-miR-539-3p,1
MAPK8,hsa-miR-513c-3p,0
ZBTB7A,hsa-miR-513c-3p,0
C13ORF26,hsa-miR-513c-3p,1
CLUL1,hsa-miR-513c-3p,1
MAPK8,hsa-miR-125b-2-3p,0
IGF1R,hsa-miR-125b-2-3p,1
MIER2,hsa-miR-125b-2-3p,0
TMX4,hsa-miR-125b-2-3p,1
C9ORF119,hsa-miR-125b-2-3p,1
ICMT,hsa-miR-125b-2-3p,1
MAPK8,hsa-miR-548bc,0
CXORF61,hsa-miR-548bc,0
MAPK8,hsa-miR-4297,0
LACTB2,hsa-miR-4297,0
MYCL1,hsa-miR-4297,0
OLFM4,hsa-miR-4297,0
POTEC,hsa-miR-4297,1
SPON1,hsa-miR-4297,1
MAPK8,hsa-miR-431-3p,0
FLJ35220,hsa-miR-431-3p,0
R3HCC1,hsa-miR-431-3p,0
TBP,hsa-miR-431-3p,1
MAPK8,hsa-miR-551b-5p,0
NRP2,hsa-miR-551b-5p,0
MAPK8,hsa-miR-1267,0
TTC37,hsa-miR-1267,1
ELL,hsa-miR-1267,1
MAPK8,hsa-miR-6775-3p,0
SULT1A1,hsa-miR-6775-3p,1
ZDHHC14,hsa-miR-6775-3p,1
PIK3C3,hsa-miR-6775-3p,1
MAPK8,hsa-miR-4751,0
SELE,hsa-miR-4751,0
XCR1,hsa-miR-4751,1
HAUS1,hsa-miR-4751,1
MAPK8,hsa-miR-4728-3p,0
C22ORF36,hsa-miR-4728-3p,0
ZNF426,hsa-miR-4728-3p,0
TRAPPC6B,hsa-miR-4728-3p,1
MAPK8,hsa-miR-4520-5p,0
C11ORF55,hsa-miR-4520-5p,0
KCNJ13,hsa-miR-4520-5p,0
ATP6V0A2,hsa-miR-4520-5p,0
NCALD,hsa-miR-4520-5p,1
CRABP2,hsa-miR-4520-5p,1
EPS8L2,hsa-miR-4520-5p,1
MAPK8,hsa-miR-3130-5p,0
DGKG,hsa-miR-3130-5p,0
MAPK9,hsa-miR-4524a-5p,0
PDCD4,hsa-miR-4524a-5p,1
MSL3,hsa-miR-4524a-5p,0
UBE4A,hsa-miR-4524a-5p,1
B3GNT3,hsa-miR-4524a-5p,1
MAPK9,hsa-miR-449b-3p,0
TUSC5,hsa-miR-449b-3p,0
TSPY2,hsa-miR-449b-3p,1
EFNB2,hsa-miR-449b-3p,1
MAPK9,hsa-miR-223-3p,0
FBXW7,hsa-miR-223-3p,1
FOXO3,hsa-miR-223-3p,1
PRDM1,hsa-miR-223-3p,1
PTBP2,hsa-miR-223-3p,1
CWF19L1,hsa-miR-223-3p,0
HSP90B1,hsa-miR-223-3p,1
ST7L,hsa-miR-223-3p,1
SGCD,hsa-miR-223-3p,1
SCARB1,hsa-miR-223-3p,1
SEMA3A,hsa-miR-223-3p,1
MAPK9,hsa-miR-3909,0
TMOD3,hsa-miR-3909,0
CCDC125,hsa-miR-3909,0
CHRNA6,hsa-miR-3909,1
MAPK9,hsa-miR-3141,0
EIF3J,hsa-miR-3141,0
POU5F1B,hsa-miR-3141,0
C2ORF83,hsa-miR-3141,0
SORD,hsa-miR-3141,1
ARHGAP18,hsa-miR-3141,1
PLXNB2,hsa-miR-3141,1
EIF2S3,hsa-miR-3141,1
MAPK9,hsa-miR-134-5p,0
ANGPTL4,hsa-miR-134-5p,1
PAK2,hsa-miR-134-5p,1
ZDHHC9,hsa-miR-134-5p,1
TNFSF9,hsa-miR-134-5p,1
PKD2L1,hsa-miR-134-5p,0
FLVCR1,hsa-miR-134-5p,0
RAB27A,hsa-miR-134-5p,1
MAPK9,hsa-miR-2681-3p,0
TMOD3,hsa-miR-2681-3p,0
TEP1,hsa-miR-2681-3p,1
MAPK9,hsa-miR-5093,0
LILRA6,hsa-miR-5093,0
ZNF778,hsa-miR-5093,1
MIA,hsa-miR-5093,1
MAPK9,hsa-miR-1295b-5p,0
TMOD3,hsa-miR-1295b-5p,0
SPHAR,hsa-miR-1295b-5p,1
MAX,hsa-miR-4740-5p,0
SLC45A3,hsa-miR-4740-5p,0
GUCY2F,hsa-miR-4740-5p,0
C22ORF36,hsa-miR-4740-5p,0
ANKRD7,hsa-miR-4740-5p,1
TSPAN4,hsa-miR-4740-5p,1
MAML1,hsa-miR-4740-5p,1
MAX,hsa-miR-548bb-3p,0
XPA,hsa-miR-548bb-3p,0
ISOC2,hsa-miR-548bb-3p,1
PIP5K1B,hsa-miR-548bb-3p,1
ZNF33B,hsa-miR-548bb-3p,1
MAX,hsa-miR-4745-3p,0
TCEAL1,hsa-miR-4745-3p,0
S100G,hsa-miR-4745-3p,0
ACSM2B,hsa-miR-4745-3p,0
EXOC5,hsa-miR-4745-3p,0
CTPS,hsa-miR-4745-3p,1
MAX,hsa-miR-526a-5p,0
ASH1L,hsa-miR-526a-5p,0
FGF23,hsa-miR-526a-5p,0
CBX4,hsa-miR-526a-5p,1
MAX,hsa-miR-4501,0
MOBKL2A,hsa-miR-4501,0
PLEK2,hsa-miR-4501,1
CRIPT,hsa-miR-4501,1
SH2D4A,hsa-miR-4501,1
CENPE,hsa-miR-4501,1
ST8SIA6,hsa-miR-4501,1
MAX,hsa-miR-6782-5p,0
TMEM190,hsa-miR-6782-5p,0
XRCC6BP1,hsa-miR-6782-5p,1
RPL7,hsa-miR-6782-5p,1
MAX,hsa-miR-4443,0
MX1,hsa-miR-4443,0
RBM44,hsa-miR-4443,0
PNRC2,hsa-miR-4443,0
C9ORF9,hsa-miR-4443,0
UBA52,hsa-miR-4443,0
RNF8,hsa-miR-4443,0
ATXN7L3,hsa-miR-4443,0
TMEM33,hsa-miR-4443,0
ZSCAN29,hsa-miR-4443,1
C20ORF30,hsa-miR-4443,1
MAX,hsa-miR-630,0
SNAI2,hsa-miR-630,1
MAX,hsa-miR-6813-3p,0
KLHDC3,hsa-miR-6813-3p,1
MAX,hsa-miR-543,0
C3ORF15,hsa-miR-543,0
PSD4,hsa-miR-543,0
VPS13D,hsa-miR-543,1
GIT1,hsa-miR-543,1
MBNL2,hsa-miR-6785-5p,0
WIPI2,hsa-miR-6785-5p,0
AMY2A,hsa-miR-6785-5p,0
OBFC2B,hsa-miR-6785-5p,1
TRIM58,hsa-miR-6785-5p,1
MCL1,hsa-miR-518a-5p,1
MCL1,hsa-miR-892b,1
CEP57,hsa-miR-892b,1
MCL1,hsa-miR-133a-3p,1
PIK3R2,hsa-miR-133a-3p,0
RGS3,hsa-miR-133a-3p,0
EGFL7,hsa-miR-133a-3p,0
ERBB2,hsa-miR-133a-3p,1
HCN2,hsa-miR-133a-3p,1
IGF1,hsa-miR-133a-3p,1
P4HB,hsa-miR-133a-3p,0
CACNA1C,hsa-miR-133a-3p,1
SGMS2,hsa-miR-133a-3p,1
TNIK,hsa-miR-133a-3p,1
MLEC,hsa-miR-759,0
PTK2,hsa-miR-759,0
HEPACAM,hsa-miR-759,0
TBC1D10C,hsa-miR-759,1
LOXL1,hsa-miR-759,1
MLEC,hsa-miR-513a-5p,0
RDX,hsa-miR-513a-5p,1
KRT18,hsa-miR-513a-5p,0
EXOG,hsa-miR-513a-5p,0
GPR56,hsa-miR-513a-5p,1
CDH20,hsa-miR-513a-5p,1
VTI1A,hsa-miR-513a-5p,1
CTDSPL2,hsa-miR-513a-5p,1
MLEC,hsa-miR-4420,0
TMEM31,hsa-miR-4420,0
MLEC,hsa-miR-655-3p,0
MDM2,hsa-miR-655-3p,0
C11ORF55,hsa-miR-655-3p,0
IPO9,hsa-miR-655-3p,0
MYCL1,hsa-miR-655-3p,0
ZBTB44,hsa-miR-655-3p,0
IL8RB,hsa-miR-655-3p,0
UNC84B,hsa-miR-655-3p,0
MLEC,hsa-miR-378a-3p,0
UBE2F,hsa-miR-378a-3p,0
NPNT,hsa-miR-378a-3p,1
PGR,hsa-miR-378a-3p,1
DNAJC2,hsa-miR-378a-3p,0
MLEC,hsa-miR-6513-3p,0
MLEC,hsa-miR-921,0
CCDC39,hsa-miR-921,0
RAG2,hsa-miR-921,0
MMP2,hsa-miR-125b-5p,1
NTRK3,hsa-miR-125b-5p,1
SMAD4,hsa-miR-125b-5p,1
TNFAIP3,hsa-miR-125b-5p,1
VDR,hsa-miR-125b-5p,1
IGF1R,hsa-miR-125b-5p,1
CCNJ,hsa-miR-125b-5p,1
CDKN2D,hsa-miR-125b-5p,1
DUSP6,hsa-miR-125b-5p,1
ERBB2,hsa-miR-125b-5p,1
PIK3CD,hsa-miR-125b-5p,1
SCNN1A,hsa-miR-125b-5p,1
SPHK1,hsa-miR-125b-5p,1
TET2,hsa-miR-125b-5p,1
CSNK2A1,hsa-miR-125b-5p,1
FGFR2,hsa-miR-125b-5p,1
ABTB1,hsa-miR-125b-5p,1
PIGF,hsa-miR-125b-5p,1
MEGF9,hsa-miR-125b-5p,1
CBLN4,hsa-miR-125b-5p,0
BTG2,hsa-miR-125b-5p,1
BAK1,hsa-miR-125b-5p,1
EIF5A2,hsa-miR-125b-5p,1
HMGA1,hsa-miR-125b-5p,1
PTH1R,hsa-miR-125b-5p,1
SET,hsa-miR-125b-5p,1
ORMDL3,hsa-miR-125b-5p,1
MPL,hsa-let-7f-5p,0
DYRK2,hsa-let-7f-5p,1
GPS1,hsa-let-7f-5p,1
PRDM1,hsa-let-7f-5p,1
POSTN,hsa-let-7f-5p,1
COPS8,hsa-let-7f-5p,1
FCHSD2,hsa-let-7f-5p,0
ZNF497,hsa-let-7f-5p,0
SLC4A2,hsa-let-7f-5p,0
SERF2,hsa-let-7f-5p,0
BDH1,hsa-let-7f-5p,0
JAGN1,hsa-let-7f-5p,0
ELF4,hsa-let-7f-5p,1
COPS6,hsa-let-7f-5p,1
CYP19A1,hsa-let-7f-5p,1
MYH9,hsa-let-7f-5p,1
FAHD2B,hsa-let-7f-5p,1
MPL,hsa-miR-556-5p,0
INPPL1,hsa-miR-556-5p,0
CWF19L1,hsa-miR-556-5p,0
SFRS5,hsa-miR-556-5p,0
ZNF155,hsa-miR-556-5p,1
HERV-FRD,hsa-miR-556-5p,1
MPL,hsa-miR-3663-5p,0
CGRRF1,hsa-miR-3663-5p,0
GRB2,hsa-miR-3663-5p,0
C11ORF21,hsa-miR-3663-5p,1
TUSC5,hsa-miR-3663-5p,0
SPATS2,hsa-miR-3663-5p,0
PNMAL1,hsa-miR-3663-5p,1
MPL,hsa-miR-4504,0
CASC5,hsa-miR-4504,1
MPL,hsa-miR-329-5p,0
CWF19L1,hsa-miR-329-5p,0
UBE2L3,hsa-miR-329-5p,0
ULBP1,hsa-miR-329-5p,0
RGS13,hsa-miR-329-5p,0
MATN2,hsa-miR-329-5p,0
KCNG3,hsa-miR-329-5p,0
CEP55,hsa-miR-329-5p,0
CCR6,hsa-miR-329-5p,0
KIAA1804,hsa-miR-329-5p,1
HES6,hsa-miR-329-5p,1
PRAC,hsa-miR-329-5p,1
MPL,hsa-miR-4763-5p,0
NTRK3,hsa-miR-4763-5p,0
NUP93,hsa-miR-4763-5p,0
MPL,hsa-miR-181a-3p,0
CDCA3,hsa-miR-181a-3p,0
MPL,hsa-miR-6793-3p,0
PNPLA7,hsa-miR-6793-3p,0
TP53I11,hsa-miR-6793-3p,1
PSMC5,hsa-miR-6793-3p,1
MPL,hsa-miR-4327,0
RASA1,hsa-miR-4327,0
CNOT10,hsa-miR-4327,0
ANKRD12,hsa-miR-4327,1
ZPBP2,hsa-miR-4327,1
MPL,hsa-miR-6751-3p,0
RAG2,hsa-miR-6751-3p,0
RECQL5,hsa-miR-6751-3p,1
MPL,hsa-miR-219b-3p,0
NR3C2,hsa-miR-219b-3p,0
TRIM4,hsa-miR-219b-3p,1
C19ORF44,hsa-miR-219b-3p,1
ILF3,hsa-miR-219b-3p,1
LCAP,hsa-miR-219b-3p,1
MPL,hsa-miR-3927-5p,0
POU5F1,hsa-miR-3927-5p,0
NOTCH2,hsa-miR-3927-5p,1
KIAA1881,hsa-miR-3927-5p,0
OFD1,hsa-miR-3927-5p,0
HIAT1,hsa-miR-3927-5p,1
CCL23,hsa-miR-3927-5p,1
MPL,hsa-miR-1243,0
ZNF160,hsa-miR-1243,0
UGT8,hsa-miR-1243,0
TERF1,hsa-miR-1243,0
NVL,hsa-miR-1243,0
TMEM91,hsa-miR-1243,0
TRNP1,hsa-miR-1243,1
MPL,hsa-miR-7150,0
POU5F1,hsa-miR-7150,0
RGAG4,hsa-miR-7150,0
RNF20,hsa-miR-7150,0
HCLS1,hsa-miR-7150,1
ATAD1,hsa-miR-7150,1
MRPS27,hsa-miR-3614-3p,0
FAM98C,hsa-miR-3614-3p,1
ZNF441,hsa-miR-3614-3p,1
MRPS27,hsa-miR-6085,0
ARID1B,hsa-miR-6085,1
MRPS27,hsa-miR-454-5p,0
CEBPA,hsa-miR-454-5p,1
PRRT1,hsa-miR-454-5p,0
B3GALT2,hsa-miR-454-5p,1
PHYH,hsa-miR-454-5p,1
MRPS27,hsa-miR-4638-3p,0
NONO,hsa-miR-4638-3p,1
PROM1,hsa-miR-4638-3p,1
MRPS27,hsa-let-7i-5p,0
GPS1,hsa-let-7i-5p,1
SOCS1,hsa-let-7i-5p,1
TLR4,hsa-let-7i-5p,1
IGF1,hsa-let-7i-5p,1
KIAA0495,hsa-let-7i-5p,0
BMP4,hsa-let-7i-5p,1
IL2,hsa-let-7i-5p,1
PCDH24,hsa-let-7i-5p,1
MRPS27,hsa-miR-6078,0
NR1I2,hsa-miR-6078,0
EFNB3,hsa-miR-6078,1
MRPS27,hsa-miR-5193,0
ABCB1,hsa-miR-5193,1
DNAJC2,hsa-miR-5193,0
CEP290,hsa-miR-5193,1
MRPS27,hsa-miR-548b-5p,0
KIAA1737,hsa-miR-548b-5p,0
AK2,hsa-miR-548b-5p,0
